"label","n","parent","id"
"Morocco",37,"total -  Horror","total -  Horror  -  Morocco"
"Morocco",3,"total -  Music","total -  Music  -  Morocco"
"Morocco",1,"total -  Musical","total -  Musical  -  Morocco"
"Morocco",59,"total -  Mystery","total -  Mystery  -  Morocco"
"Morocco",15,"total -  Reality TV","total -  Reality TV  -  Morocco"
"Morocco",80,"total -  Romance","total -  Romance  -  Morocco"
"Morocco",25,"total -  Sci Fi","total -  Sci Fi  -  Morocco"
"Morocco",2,"total -  Short","total -  Short  -  Morocco"
"Morocco",9,"total -  Sport","total -  Sport  -  Morocco"
"Morocco",7,"total -  Talk Show","total -  Talk Show  -  Morocco"
"Morocco",91,"total -  Thriller","total -  Thriller  -  Morocco"
"Morocco",3,"total -  War","total -  War  -  Morocco"
"Netherlands",153,"total -  Action","total -  Action  -  Netherlands"
"Netherlands",5,"total -  Adult","total -  Adult  -  Netherlands"
"Netherlands",114,"total -  Adventure","total -  Adventure  -  Netherlands"
"Netherlands",58,"total -  Animation","total -  Animation  -  Netherlands"
"Netherlands",20,"total -  Biography","total -  Biography  -  Netherlands"
"Netherlands",162,"total -  Comedy","total -  Comedy  -  Netherlands"
"Netherlands",148,"total -  Crime","total -  Crime  -  Netherlands"
"Netherlands",20,"total -  Documentary","total -  Documentary  -  Netherlands"
"Netherlands",339,"total -  Drama","total -  Drama  -  Netherlands"
"Netherlands",25,"total -  Family","total -  Family  -  Netherlands"
"Netherlands",39,"total -  Fantasy","total -  Fantasy  -  Netherlands"
"Netherlands",6,"total -  Game Show","total -  Game Show  -  Netherlands"
"Netherlands",5,"total -  History","total -  History  -  Netherlands"
"Netherlands",29,"total -  Horror","total -  Horror  -  Netherlands"
"Netherlands",3,"total -  Musical","total -  Musical  -  Netherlands"
"Netherlands",56,"total -  Mystery","total -  Mystery  -  Netherlands"
"Netherlands",20,"total -  Reality TV","total -  Reality TV  -  Netherlands"
"Netherlands",89,"total -  Romance","total -  Romance  -  Netherlands"
"Netherlands",29,"total -  Sci Fi","total -  Sci Fi  -  Netherlands"
"Netherlands",2,"total -  Short","total -  Short  -  Netherlands"
"Netherlands",11,"total -  Sport","total -  Sport  -  Netherlands"
"Netherlands",10,"total -  Talk Show","total -  Talk Show  -  Netherlands"
"Netherlands",79,"total -  Thriller","total -  Thriller  -  Netherlands"
"Netherlands",10,"total -  War","total -  War  -  Netherlands"
"New Caledonia",271,"total -  Action","total -  Action  -  New Caledonia"
"New Caledonia",3,"total -  Adult","total -  Adult  -  New Caledonia"
"New Caledonia",167,"total -  Adventure","total -  Adventure  -  New Caledonia"
"New Caledonia",63,"total -  Animation","total -  Animation  -  New Caledonia"
"New Caledonia",9,"total -  Biography","total -  Biography  -  New Caledonia"
"New Caledonia",145,"total -  Comedy","total -  Comedy  -  New Caledonia"
"New Caledonia",139,"total -  Crime","total -  Crime  -  New Caledonia"
"New Caledonia",10,"total -  Documentary","total -  Documentary  -  New Caledonia"
"New Caledonia",307,"total -  Drama","total -  Drama  -  New Caledonia"
"New Caledonia",22,"total -  Family","total -  Family  -  New Caledonia"
"New Caledonia",53,"total -  Fantasy","total -  Fantasy  -  New Caledonia"
"New Caledonia",2,"total -  Game Show","total -  Game Show  -  New Caledonia"
"New Caledonia",1,"total -  History","total -  History  -  New Caledonia"
"New Caledonia",36,"total -  Horror","total -  Horror  -  New Caledonia"
"New Caledonia",12,"total -  Music","total -  Music  -  New Caledonia"
"New Caledonia",34,"total -  Mystery","total -  Mystery  -  New Caledonia"
"New Caledonia",9,"total -  Reality TV","total -  Reality TV  -  New Caledonia"
"New Caledonia",59,"total -  Romance","total -  Romance  -  New Caledonia"
"New Caledonia",32,"total -  Sci Fi","total -  Sci Fi  -  New Caledonia"
"New Caledonia",1,"total -  Short","total -  Short  -  New Caledonia"
"New Caledonia",6,"total -  Sport","total -  Sport  -  New Caledonia"
"New Caledonia",4,"total -  Talk Show","total -  Talk Show  -  New Caledonia"
"New Caledonia",72,"total -  Thriller","total -  Thriller  -  New Caledonia"
"New Caledonia",3,"total -  War","total -  War  -  New Caledonia"
"New Zealand",184,"total -  Action","total -  Action  -  New Zealand"
"New Zealand",3,"total -  Adult","total -  Adult  -  New Zealand"
"New Zealand",133,"total -  Adventure","total -  Adventure  -  New Zealand"
"New Zealand",69,"total -  Animation","total -  Animation  -  New Zealand"
"New Zealand",26,"total -  Biography","total -  Biography  -  New Zealand"
"New Zealand",168,"total -  Comedy","total -  Comedy  -  New Zealand"
"New Zealand",120,"total -  Crime","total -  Crime  -  New Zealand"
"New Zealand",29,"total -  Documentary","total -  Documentary  -  New Zealand"
"New Zealand",290,"total -  Drama","total -  Drama  -  New Zealand"
"New Zealand",23,"total -  Family","total -  Family  -  New Zealand"
"New Zealand",28,"total -  Fantasy","total -  Fantasy  -  New Zealand"
"New Zealand",1,"total -  Film Noir","total -  Film Noir  -  New Zealand"
"New Zealand",7,"total -  Game Show","total -  Game Show  -  New Zealand"
"New Zealand",7,"total -  History","total -  History  -  New Zealand"
"New Zealand",29,"total -  Horror","total -  Horror  -  New Zealand"
"New Zealand",4,"total -  Music","total -  Music  -  New Zealand"
"New Zealand",60,"total -  Mystery","total -  Mystery  -  New Zealand"
"New Zealand",29,"total -  Reality TV","total -  Reality TV  -  New Zealand"
"New Zealand",58,"total -  Romance","total -  Romance  -  New Zealand"
"New Zealand",32,"total -  Sci Fi","total -  Sci Fi  -  New Zealand"
"New Zealand",2,"total -  Short","total -  Short  -  New Zealand"
"New Zealand",14,"total -  Sport","total -  Sport  -  New Zealand"
"New Zealand",10,"total -  Talk Show","total -  Talk Show  -  New Zealand"
"New Zealand",74,"total -  Thriller","total -  Thriller  -  New Zealand"
"New Zealand",7,"total -  War","total -  War  -  New Zealand"
"New Zealand",9,"total -  Western","total -  Western  -  New Zealand"
"Nicaragua",144,"total -  Action","total -  Action  -  Nicaragua"
"Nicaragua",4,"total -  Adult","total -  Adult  -  Nicaragua"
"Nicaragua",88,"total -  Adventure","total -  Adventure  -  Nicaragua"
"Nicaragua",45,"total -  Animation","total -  Animation  -  Nicaragua"
"Nicaragua",1,"total -  Biography","total -  Biography  -  Nicaragua"
"Nicaragua",192,"total -  Comedy","total -  Comedy  -  Nicaragua"
"Nicaragua",109,"total -  Crime","total -  Crime  -  Nicaragua"
"Nicaragua",7,"total -  Documentary","total -  Documentary  -  Nicaragua"
"Nicaragua",315,"total -  Drama","total -  Drama  -  Nicaragua"
"Nicaragua",19,"total -  Family","total -  Family  -  Nicaragua"
"Nicaragua",25,"total -  Fantasy","total -  Fantasy  -  Nicaragua"
"Nicaragua",29,"total -  Horror","total -  Horror  -  Nicaragua"
"Nicaragua",31,"total -  Music","total -  Music  -  Nicaragua"
"Nicaragua",43,"total -  Mystery","total -  Mystery  -  Nicaragua"
"Nicaragua",5,"total -  Reality TV","total -  Reality TV  -  Nicaragua"
"Nicaragua",123,"total -  Romance","total -  Romance  -  Nicaragua"
"Nicaragua",17,"total -  Sci Fi","total -  Sci Fi  -  Nicaragua"
"Nicaragua",3,"total -  Short","total -  Short  -  Nicaragua"
"Nicaragua",7,"total -  Sport","total -  Sport  -  Nicaragua"
"Nicaragua",5,"total -  Talk Show","total -  Talk Show  -  Nicaragua"
"Nicaragua",74,"total -  Thriller","total -  Thriller  -  Nicaragua"
"Nicaragua",3,"total -  War","total -  War  -  Nicaragua"
"Nigeria",186,"total -  Action","total -  Action  -  Nigeria"
"Nigeria",7,"total -  Adult","total -  Adult  -  Nigeria"
"Nigeria",69,"total -  Adventure","total -  Adventure  -  Nigeria"
"Nigeria",12,"total -  Animation","total -  Animation  -  Nigeria"
"Nigeria",12,"total -  Biography","total -  Biography  -  Nigeria"
"Nigeria",134,"total -  Comedy","total -  Comedy  -  Nigeria"
"Nigeria",125,"total -  Crime","total -  Crime  -  Nigeria"
"Nigeria",16,"total -  Documentary","total -  Documentary  -  Nigeria"
"Nigeria",327,"total -  Drama","total -  Drama  -  Nigeria"
"Nigeria",12,"total -  Family","total -  Family  -  Nigeria"
"Nigeria",33,"total -  Fantasy","total -  Fantasy  -  Nigeria"
"Nigeria",6,"total -  Game Show","total -  Game Show  -  Nigeria"
"Nigeria",8,"total -  History","total -  History  -  Nigeria"
"Nigeria",23,"total -  Horror","total -  Horror  -  Nigeria"
"Nigeria",2,"total -  Music","total -  Music  -  Nigeria"
"Nigeria",62,"total -  Mystery","total -  Mystery  -  Nigeria"
"Nigeria",15,"total -  Reality TV","total -  Reality TV  -  Nigeria"
"Nigeria",114,"total -  Romance","total -  Romance  -  Nigeria"
"Nigeria",38,"total -  Sci Fi","total -  Sci Fi  -  Nigeria"
"Nigeria",7,"total -  Short","total -  Short  -  Nigeria"
"Nigeria",6,"total -  Sport","total -  Sport  -  Nigeria"
"Nigeria",12,"total -  Talk Show","total -  Talk Show  -  Nigeria"
"Nigeria",60,"total -  Thriller","total -  Thriller  -  Nigeria"
"Nigeria",2,"total -  War","total -  War  -  Nigeria"
"Norway",182,"total -  Action","total -  Action  -  Norway"
"Norway",7,"total -  Adult","total -  Adult  -  Norway"
"Norway",122,"total -  Adventure","total -  Adventure  -  Norway"
"Norway",47,"total -  Animation","total -  Animation  -  Norway"
"Norway",20,"total -  Biography","total -  Biography  -  Norway"
"Norway",175,"total -  Comedy","total -  Comedy  -  Norway"
"Norway",138,"total -  Crime","total -  Crime  -  Norway"
"Norway",24,"total -  Documentary","total -  Documentary  -  Norway"
"Norway",343,"total -  Drama","total -  Drama  -  Norway"
"Norway",27,"total -  Family","total -  Family  -  Norway"
"Norway",40,"total -  Fantasy","total -  Fantasy  -  Norway"
"Norway",6,"total -  Game Show","total -  Game Show  -  Norway"
"Norway",10,"total -  History","total -  History  -  Norway"
"Norway",27,"total -  Horror","total -  Horror  -  Norway"
"Norway",5,"total -  Music","total -  Music  -  Norway"
"Norway",1,"total -  Musical","total -  Musical  -  Norway"
"Norway",48,"total -  Mystery","total -  Mystery  -  Norway"
"Norway",27,"total -  Reality TV","total -  Reality TV  -  Norway"
"Norway",98,"total -  Romance","total -  Romance  -  Norway"
"Norway",17,"total -  Sci Fi","total -  Sci Fi  -  Norway"
"Norway",2,"total -  Short","total -  Short  -  Norway"
"Norway",12,"total -  Sport","total -  Sport  -  Norway"
"Norway",10,"total -  Talk Show","total -  Talk Show  -  Norway"
"Norway",60,"total -  Thriller","total -  Thriller  -  Norway"
"Norway",10,"total -  War","total -  War  -  Norway"
"Norway",2,"total -  Western","total -  Western  -  Norway"
"Oman",190,"total -  Action","total -  Action  -  Oman"
"Oman",4,"total -  Adult","total -  Adult  -  Oman"
"Oman",95,"total -  Adventure","total -  Adventure  -  Oman"
"Oman",24,"total -  Animation","total -  Animation  -  Oman"
"Oman",7,"total -  Biography","total -  Biography  -  Oman"
"Oman",123,"total -  Comedy","total -  Comedy  -  Oman"
"Oman",125,"total -  Crime","total -  Crime  -  Oman"
"Oman",8,"total -  Documentary","total -  Documentary  -  Oman"
"Oman",276,"total -  Drama","total -  Drama  -  Oman"
"Oman",18,"total -  Family","total -  Family  -  Oman"
"Oman",36,"total -  Fantasy","total -  Fantasy  -  Oman"
"Oman",4,"total -  Game Show","total -  Game Show  -  Oman"
"Oman",1,"total -  History","total -  History  -  Oman"
"Oman",40,"total -  Horror","total -  Horror  -  Oman"
"Oman",1,"total -  Musical","total -  Musical  -  Oman"
"Oman",49,"total -  Mystery","total -  Mystery  -  Oman"
"Oman",6,"total -  Reality TV","total -  Reality TV  -  Oman"
"Oman",57,"total -  Romance","total -  Romance  -  Oman"
"Oman",20,"total -  Sci Fi","total -  Sci Fi  -  Oman"
"Oman",2,"total -  Short","total -  Short  -  Oman"
"Oman",4,"total -  Sport","total -  Sport  -  Oman"
"Oman",6,"total -  Talk Show","total -  Talk Show  -  Oman"
"Oman",83,"total -  Thriller","total -  Thriller  -  Oman"
"Oman",5,"total -  War","total -  War  -  Oman"
"Pakistan",277,"total -  Action","total -  Action  -  Pakistan"
"Pakistan",3,"total -  Adult","total -  Adult  -  Pakistan"
"Pakistan",91,"total -  Adventure","total -  Adventure  -  Pakistan"
"Pakistan",28,"total -  Animation","total -  Animation  -  Pakistan"
"Pakistan",2,"total -  Biography","total -  Biography  -  Pakistan"
"Pakistan",156,"total -  Comedy","total -  Comedy  -  Pakistan"
"Pakistan",207,"total -  Crime","total -  Crime  -  Pakistan"
"Pakistan",8,"total -  Documentary","total -  Documentary  -  Pakistan"
"Pakistan",353,"total -  Drama","total -  Drama  -  Pakistan"
"Pakistan",16,"total -  Family","total -  Family  -  Pakistan"
"Pakistan",29,"total -  Fantasy","total -  Fantasy  -  Pakistan"
"Pakistan",4,"total -  Game Show","total -  Game Show  -  Pakistan"
"Pakistan",37,"total -  Horror","total -  Horror  -  Pakistan"
"Pakistan",2,"total -  Musical","total -  Musical  -  Pakistan"
"Pakistan",92,"total -  Mystery","total -  Mystery  -  Pakistan"
"Pakistan",9,"total -  Reality TV","total -  Reality TV  -  Pakistan"
"Pakistan",53,"total -  Romance","total -  Romance  -  Pakistan"
"Pakistan",34,"total -  Sci Fi","total -  Sci Fi  -  Pakistan"
"Pakistan",2,"total -  Short","total -  Short  -  Pakistan"
"Pakistan",3,"total -  Sport","total -  Sport  -  Pakistan"
"Pakistan",12,"total -  Talk Show","total -  Talk Show  -  Pakistan"
"Pakistan",81,"total -  Thriller","total -  Thriller  -  Pakistan"
"Pakistan",2,"total -  War","total -  War  -  Pakistan"
"Panama",154,"total -  Action","total -  Action  -  Panama"
"Panama",3,"total -  Adult","total -  Adult  -  Panama"
"Panama",113,"total -  Adventure","total -  Adventure  -  Panama"
"Panama",65,"total -  Animation","total -  Animation  -  Panama"
"Panama",7,"total -  Biography","total -  Biography  -  Panama"
"Panama",190,"total -  Comedy","total -  Comedy  -  Panama"
"Panama",122,"total -  Crime","total -  Crime  -  Panama"
"Panama",9,"total -  Documentary","total -  Documentary  -  Panama"
"Panama",323,"total -  Drama","total -  Drama  -  Panama"
"Panama",19,"total -  Family","total -  Family  -  Panama"
"Panama",26,"total -  Fantasy","total -  Fantasy  -  Panama"
"Panama",3,"total -  Game Show","total -  Game Show  -  Panama"
"Panama",1,"total -  History","total -  History  -  Panama"
"Panama",30,"total -  Horror","total -  Horror  -  Panama"
"Panama",22,"total -  Music","total -  Music  -  Panama"
"Panama",2,"total -  Musical","total -  Musical  -  Panama"
"Panama",39,"total -  Mystery","total -  Mystery  -  Panama"
"Panama",8,"total -  Reality TV","total -  Reality TV  -  Panama"
"Panama",124,"total -  Romance","total -  Romance  -  Panama"
"Panama",18,"total -  Sci Fi","total -  Sci Fi  -  Panama"
"Panama",3,"total -  Short","total -  Short  -  Panama"
"Panama",6,"total -  Sport","total -  Sport  -  Panama"
"Panama",6,"total -  Talk Show","total -  Talk Show  -  Panama"
"Panama",73,"total -  Thriller","total -  Thriller  -  Panama"
"Panama",4,"total -  War","total -  War  -  Panama"
"Paraguay",145,"total -  Action","total -  Action  -  Paraguay"
"Paraguay",3,"total -  Adult","total -  Adult  -  Paraguay"
"Paraguay",102,"total -  Adventure","total -  Adventure  -  Paraguay"
"Paraguay",55,"total -  Animation","total -  Animation  -  Paraguay"
"Paraguay",6,"total -  Biography","total -  Biography  -  Paraguay"
"Paraguay",194,"total -  Comedy","total -  Comedy  -  Paraguay"
"Paraguay",116,"total -  Crime","total -  Crime  -  Paraguay"
"Paraguay",11,"total -  Documentary","total -  Documentary  -  Paraguay"
"Paraguay",326,"total -  Drama","total -  Drama  -  Paraguay"
"Paraguay",15,"total -  Family","total -  Family  -  Paraguay"
"Paraguay",19,"total -  Fantasy","total -  Fantasy  -  Paraguay"
"Paraguay",1,"total -  Game Show","total -  Game Show  -  Paraguay"
"Paraguay",1,"total -  History","total -  History  -  Paraguay"
"Paraguay",31,"total -  Horror","total -  Horror  -  Paraguay"
"Paraguay",32,"total -  Music","total -  Music  -  Paraguay"
"Paraguay",50,"total -  Mystery","total -  Mystery  -  Paraguay"
"Paraguay",7,"total -  Reality TV","total -  Reality TV  -  Paraguay"
"Paraguay",121,"total -  Romance","total -  Romance  -  Paraguay"
"Paraguay",17,"total -  Sci Fi","total -  Sci Fi  -  Paraguay"
"Paraguay",2,"total -  Short","total -  Short  -  Paraguay"
"Paraguay",8,"total -  Sport","total -  Sport  -  Paraguay"
"Paraguay",7,"total -  Talk Show","total -  Talk Show  -  Paraguay"
"Paraguay",78,"total -  Thriller","total -  Thriller  -  Paraguay"
"Paraguay",4,"total -  War","total -  War  -  Paraguay"
"Peru",169,"total -  Action","total -  Action  -  Peru"
"Peru",3,"total -  Adult","total -  Adult  -  Peru"
"Peru",124,"total -  Adventure","total -  Adventure  -  Peru"
"Peru",69,"total -  Animation","total -  Animation  -  Peru"
"Peru",3,"total -  Biography","total -  Biography  -  Peru"
"Peru",189,"total -  Comedy","total -  Comedy  -  Peru"
"Peru",109,"total -  Crime","total -  Crime  -  Peru"
"Peru",8,"total -  Documentary","total -  Documentary  -  Peru"
"Peru",304,"total -  Drama","total -  Drama  -  Peru"
"Peru",16,"total -  Family","total -  Family  -  Peru"
"Peru",30,"total -  Fantasy","total -  Fantasy  -  Peru"
"Peru",2,"total -  History","total -  History  -  Peru"
"Peru",28,"total -  Horror","total -  Horror  -  Peru"
"Peru",20,"total -  Music","total -  Music  -  Peru"
"Peru",44,"total -  Mystery","total -  Mystery  -  Peru"
"Peru",5,"total -  Reality TV","total -  Reality TV  -  Peru"
"Peru",110,"total -  Romance","total -  Romance  -  Peru"
"Peru",27,"total -  Sci Fi","total -  Sci Fi  -  Peru"
"Peru",1,"total -  Short","total -  Short  -  Peru"
"Peru",6,"total -  Sport","total -  Sport  -  Peru"
"Peru",5,"total -  Talk Show","total -  Talk Show  -  Peru"
"Peru",69,"total -  Thriller","total -  Thriller  -  Peru"
"Peru",4,"total -  War","total -  War  -  Peru"
"Philippines",215,"total -  Action","total -  Action  -  Philippines"
"Philippines",2,"total -  Adult","total -  Adult  -  Philippines"
"Philippines",101,"total -  Adventure","total -  Adventure  -  Philippines"
"Philippines",32,"total -  Animation","total -  Animation  -  Philippines"
"Philippines",8,"total -  Biography","total -  Biography  -  Philippines"
"Philippines",169,"total -  Comedy","total -  Comedy  -  Philippines"
"Philippines",108,"total -  Crime","total -  Crime  -  Philippines"
"Philippines",14,"total -  Documentary","total -  Documentary  -  Philippines"
"Philippines",320,"total -  Drama","total -  Drama  -  Philippines"
"Philippines",31,"total -  Family","total -  Family  -  Philippines"
"Philippines",37,"total -  Fantasy","total -  Fantasy  -  Philippines"
"Philippines",6,"total -  History","total -  History  -  Philippines"
"Philippines",49,"total -  Horror","total -  Horror  -  Philippines"
"Philippines",2,"total -  Music","total -  Music  -  Philippines"
"Philippines",2,"total -  Musical","total -  Musical  -  Philippines"
"Philippines",64,"total -  Mystery","total -  Mystery  -  Philippines"
"Philippines",2,"total -  News","total -  News  -  Philippines"
"Philippines",3,"total -  Reality TV","total -  Reality TV  -  Philippines"
"Philippines",117,"total -  Romance","total -  Romance  -  Philippines"
"Philippines",59,"total -  Sci Fi","total -  Sci Fi  -  Philippines"
"Philippines",2,"total -  Short","total -  Short  -  Philippines"
"Philippines",3,"total -  Sport","total -  Sport  -  Philippines"
"Philippines",5,"total -  Talk Show","total -  Talk Show  -  Philippines"
"Philippines",78,"total -  Thriller","total -  Thriller  -  Philippines"
"Philippines",4,"total -  War","total -  War  -  Philippines"
"Poland",157,"total -  Action","total -  Action  -  Poland"
"Poland",4,"total -  Adult","total -  Adult  -  Poland"
"Poland",173,"total -  Adventure","total -  Adventure  -  Poland"
"Poland",105,"total -  Animation","total -  Animation  -  Poland"
"Poland",9,"total -  Biography","total -  Biography  -  Poland"
"Poland",208,"total -  Comedy","total -  Comedy  -  Poland"
"Poland",138,"total -  Crime","total -  Crime  -  Poland"
"Poland",15,"total -  Documentary","total -  Documentary  -  Poland"
"Poland",300,"total -  Drama","total -  Drama  -  Poland"
"Poland",23,"total -  Family","total -  Family  -  Poland"
"Poland",39,"total -  Fantasy","total -  Fantasy  -  Poland"
"Poland",3,"total -  Game Show","total -  Game Show  -  Poland"
"Poland",3,"total -  History","total -  History  -  Poland"
"Poland",38,"total -  Horror","total -  Horror  -  Poland"
"Poland",4,"total -  Music","total -  Music  -  Poland"
"Poland",50,"total -  Mystery","total -  Mystery  -  Poland"
"Poland",11,"total -  Reality TV","total -  Reality TV  -  Poland"
"Poland",76,"total -  Romance","total -  Romance  -  Poland"
"Poland",21,"total -  Sci Fi","total -  Sci Fi  -  Poland"
"Poland",13,"total -  Sport","total -  Sport  -  Poland"
"Poland",10,"total -  Talk Show","total -  Talk Show  -  Poland"
"Poland",80,"total -  Thriller","total -  Thriller  -  Poland"
"Poland",5,"total -  War","total -  War  -  Poland"
"Portugal",164,"total -  Action","total -  Action  -  Portugal"
"Portugal",9,"total -  Adult","total -  Adult  -  Portugal"
"Portugal",127,"total -  Adventure","total -  Adventure  -  Portugal"
"Portugal",36,"total -  Animation","total -  Animation  -  Portugal"
"Portugal",7,"total -  Biography","total -  Biography  -  Portugal"
"Portugal",188,"total -  Comedy","total -  Comedy  -  Portugal"
"Portugal",111,"total -  Crime","total -  Crime  -  Portugal"
"Portugal",15,"total -  Documentary","total -  Documentary  -  Portugal"
"Portugal",324,"total -  Drama","total -  Drama  -  Portugal"
"Portugal",46,"total -  Family","total -  Family  -  Portugal"
"Portugal",28,"total -  Fantasy","total -  Fantasy  -  Portugal"
"Portugal",9,"total -  Game Show","total -  Game Show  -  Portugal"
"Portugal",3,"total -  History","total -  History  -  Portugal"
"Portugal",28,"total -  Horror","total -  Horror  -  Portugal"
"Portugal",35,"total -  Music","total -  Music  -  Portugal"
"Portugal",21,"total -  Musical","total -  Musical  -  Portugal"
"Portugal",37,"total -  Mystery","total -  Mystery  -  Portugal"
"Portugal",20,"total -  Reality TV","total -  Reality TV  -  Portugal"
"Portugal",95,"total -  Romance","total -  Romance  -  Portugal"
"Portugal",15,"total -  Sci Fi","total -  Sci Fi  -  Portugal"
"Portugal",2,"total -  Short","total -  Short  -  Portugal"
"Portugal",12,"total -  Sport","total -  Sport  -  Portugal"
"Portugal",7,"total -  Talk Show","total -  Talk Show  -  Portugal"
"Portugal",67,"total -  Thriller","total -  Thriller  -  Portugal"
"Portugal",7,"total -  War","total -  War  -  Portugal"
"Qatar",203,"total -  Action","total -  Action  -  Qatar"
"Qatar",3,"total -  Adult","total -  Adult  -  Qatar"
"Qatar",115,"total -  Adventure","total -  Adventure  -  Qatar"
"Qatar",31,"total -  Animation","total -  Animation  -  Qatar"
"Qatar",16,"total -  Biography","total -  Biography  -  Qatar"
"Qatar",154,"total -  Comedy","total -  Comedy  -  Qatar"
"Qatar",127,"total -  Crime","total -  Crime  -  Qatar"
"Qatar",15,"total -  Documentary","total -  Documentary  -  Qatar"
"Qatar",340,"total -  Drama","total -  Drama  -  Qatar"
"Qatar",20,"total -  Family","total -  Family  -  Qatar"
"Qatar",43,"total -  Fantasy","total -  Fantasy  -  Qatar"
"Qatar",11,"total -  Game Show","total -  Game Show  -  Qatar"
"Qatar",6,"total -  History","total -  History  -  Qatar"
"Qatar",37,"total -  Horror","total -  Horror  -  Qatar"
"Qatar",1,"total -  Music","total -  Music  -  Qatar"
"Qatar",50,"total -  Mystery","total -  Mystery  -  Qatar"
"Qatar",21,"total -  Reality TV","total -  Reality TV  -  Qatar"
"Qatar",107,"total -  Romance","total -  Romance  -  Qatar"
"Qatar",26,"total -  Sci Fi","total -  Sci Fi  -  Qatar"
"Qatar",2,"total -  Short","total -  Short  -  Qatar"
"Qatar",8,"total -  Sport","total -  Sport  -  Qatar"
"Qatar",10,"total -  Talk Show","total -  Talk Show  -  Qatar"
"Qatar",82,"total -  Thriller","total -  Thriller  -  Qatar"
"Qatar",5,"total -  War","total -  War  -  Qatar"
"Romania",173,"total -  Action","total -  Action  -  Romania"
"Romania",6,"total -  Adult","total -  Adult  -  Romania"
"Romania",107,"total -  Adventure","total -  Adventure  -  Romania"
"Romania",25,"total -  Animation","total -  Animation  -  Romania"
"Romania",12,"total -  Biography","total -  Biography  -  Romania"
"Romania",161,"total -  Comedy","total -  Comedy  -  Romania"
"Romania",148,"total -  Crime","total -  Crime  -  Romania"
"Romania",18,"total -  Documentary","total -  Documentary  -  Romania"
"Romania",353,"total -  Drama","total -  Drama  -  Romania"
"Romania",27,"total -  Family","total -  Family  -  Romania"
"Romania",40,"total -  Fantasy","total -  Fantasy  -  Romania"
"Romania",9,"total -  Game Show","total -  Game Show  -  Romania"
"Romania",5,"total -  History","total -  History  -  Romania"
"Romania",34,"total -  Horror","total -  Horror  -  Romania"
"Romania",4,"total -  Music","total -  Music  -  Romania"
"Romania",69,"total -  Mystery","total -  Mystery  -  Romania"
"Romania",20,"total -  Reality TV","total -  Reality TV  -  Romania"
"Romania",102,"total -  Romance","total -  Romance  -  Romania"
"Romania",16,"total -  Sci Fi","total -  Sci Fi  -  Romania"
"Romania",3,"total -  Short","total -  Short  -  Romania"
"Romania",12,"total -  Sport","total -  Sport  -  Romania"
"Romania",9,"total -  Talk Show","total -  Talk Show  -  Romania"
"Romania",91,"total -  Thriller","total -  Thriller  -  Romania"
"Romania",6,"total -  War","total -  War  -  Romania"
"Russia",254,"total -  Action","total -  Action  -  Russia"
"Russia",7,"total -  Adult","total -  Adult  -  Russia"
"Russia",137,"total -  Adventure","total -  Adventure  -  Russia"
"Russia",57,"total -  Animation","total -  Animation  -  Russia"
"Russia",5,"total -  Biography","total -  Biography  -  Russia"
"Russia",186,"total -  Comedy","total -  Comedy  -  Russia"
"Russia",206,"total -  Crime","total -  Crime  -  Russia"
"Russia",10,"total -  Documentary","total -  Documentary  -  Russia"
"Russia",339,"total -  Drama","total -  Drama  -  Russia"
"Russia",30,"total -  Family","total -  Family  -  Russia"
"Russia",35,"total -  Fantasy","total -  Fantasy  -  Russia"
"Russia",31,"total -  Horror","total -  Horror  -  Russia"
"Russia",2,"total -  Music","total -  Music  -  Russia"
"Russia",1,"total -  Musical","total -  Musical  -  Russia"
"Russia",49,"total -  Mystery","total -  Mystery  -  Russia"
"Russia",5,"total -  Reality TV","total -  Reality TV  -  Russia"
"Russia",57,"total -  Romance","total -  Romance  -  Russia"
"Russia",22,"total -  Sci Fi","total -  Sci Fi  -  Russia"
"Russia",2,"total -  Short","total -  Short  -  Russia"
"Russia",9,"total -  Sport","total -  Sport  -  Russia"
"Russia",12,"total -  Talk Show","total -  Talk Show  -  Russia"
"Russia",67,"total -  Thriller","total -  Thriller  -  Russia"
"Russia",2,"total -  War","total -  War  -  Russia"
"Réunion",220,"total -  Action","total -  Action  -  Réunion"
"Réunion",3,"total -  Adult","total -  Adult  -  Réunion"
"Réunion",137,"total -  Adventure","total -  Adventure  -  Réunion"
"Réunion",59,"total -  Animation","total -  Animation  -  Réunion"
"Réunion",6,"total -  Biography","total -  Biography  -  Réunion"
"Réunion",171,"total -  Comedy","total -  Comedy  -  Réunion"
"Réunion",121,"total -  Crime","total -  Crime  -  Réunion"
"Réunion",11,"total -  Documentary","total -  Documentary  -  Réunion"
"Réunion",326,"total -  Drama","total -  Drama  -  Réunion"
"Réunion",26,"total -  Family","total -  Family  -  Réunion"
"Réunion",52,"total -  Fantasy","total -  Fantasy  -  Réunion"
"Réunion",4,"total -  Game Show","total -  Game Show  -  Réunion"
"Réunion",47,"total -  Horror","total -  Horror  -  Réunion"
"Réunion",36,"total -  Music","total -  Music  -  Réunion"
"Réunion",42,"total -  Mystery","total -  Mystery  -  Réunion"
"Réunion",10,"total -  Reality TV","total -  Reality TV  -  Réunion"
"Réunion",74,"total -  Romance","total -  Romance  -  Réunion"
"Réunion",31,"total -  Sci Fi","total -  Sci Fi  -  Réunion"
